text,weak_label,confidence,rule_triggered
延安南桥店/后厨/延波米线。岗位职责:为客人做干净卫生可口的饭菜，做好卫生清洁。任职资格:持有健康证，干净利落，吃苦耐劳，服从安排。包住、包吃、全勤奖、工龄奖、购买保险、免费培训、晋升快。岗位职责：1.负责的炒米饭、拌擀面皮、炸小吃、煮米线等餐品的制作；2.负责后厨卫生清洁清扫工作；3.负责各类菜品的准备；4.负责后厨各类设备的维护保养。任职要求：1.个人需持有健康证，干净、卫生、清爽；2.能够吃苦耐劳、乐于帮助，做事干脆利...,0,0.6844,reject_food_service
汽车美容。美容工保底5000工作内容：1.负责抛光打蜡，精洗内饰，封釉，镀晶，精细镀膜等美容项目的施工。2.负责对美容施工所需设备的保管及保养。3.完成店长交办的其他工作内容。工作要求：1.踏实肯干，吃苦耐劳，有良好的团队精神，有责任心，做事认真细心，沟通能力强，耐心有礼。2.有一年以上的汽车美容经验。3.无需工作经验，认真学习即可。,136,0.8803,similarity
急聘汽车美容技师。岗位职责： 重点工作，普洗，精洗，汽车美容各项目 ，主要负责洗车，精洗，内饰清洗，发动机清洗，抛光打蜡，镀膜镀晶，内饰外饰改装，大灯修复，改色车衣太阳膜，LED大灯改装，记录仪导航音响改装等，补胎平衡，快速维修保养，相互配合完成工作！任职资格： 1. 年龄在18-28岁之间； 2. 身体健康，吃苦耐劳，有责任心，按要求相互配合完成车辆的内、外清洁工作； 3. 有普洗快洗工作经验，或同类工作经验者优...,136,0.903,similarity
房产经纪人+高佣+不加班。工作内容:网络发布房源信息，记录网络平台客户资料，负责客户询问的回复、咨询工作，为客户提供各类的房产业务咨询服务;跟进客户看房进展;公司有固定网络渠道获取客源；不需要加班，休息自由，带娃可做，不耽误任职资格:1.学历不限，年龄不限，有无经验均可，公司提供专业的岗前培训;2.有较强的上进心，能承受工作压力，有优良的客户服务意识与工作状态;3.善于沟通，表达流利，有亲和力，对待工作认真；4.能吃苦耐劳...,0,0.7634,reject_real_estate
汽车美容学员。岗位职责：1、主要是指从事冲车、打泡沫、擦车外部、擦车内部、检查工作步骤，达到清洁汽车目的的工作人员；2、负责清洗并擦干公司与客户的车身和打扫干净车内空间；3、注意就是要保证客户满意。4、定期免费的美容知识和技能的学习。任职资格：踏实肯干，热爱汽车行业，具有团队意识，服从安排。职位福利：五险、绩效奖金、包吃、节日福利、包住,136,0.8852,similarity
飞行仿真工程师。一、岗位职责：1.参与无人机型号飞控系统方案设计、详细设计、技术报告编写2.负责飞控系统半物理仿真试验环境搭建、优化更改、仿真环境供应商管理3.负责飞控系统半物理仿真试验工作，负责试验大纲、试验报告、试验操作等4.参与型号研制相关飞控系统的机上试验、试飞工作，负责试验大纲、试验报告、试验操作等5.负责无人机型号适航审定和军方鉴定相关飞行仿真专业工作 二、岗位任职资格要求：1.硕士及以上学历，飞行控...,0,0.8447,reject_ccar_lae
我们不跟你谈理想 知道你的理想是不上班。无平台费，零成本创业！！！门店合伙人机制！！！工资不拖欠！！！按时休息！！！透明晋升！！！新房垫佣！！！专业培训！！！1. 新员工入店，熟悉了解所在商圈；2. 在店内与客户沟通，详细了解客户的需求，做好信息的合理匹配， . 根据客户意向，带客户看房并进行周边环境介绍3. 积累客户与房源资源；（店内系统里大量的积累和完善的盘源信息，助你完成前期积累）4. 进行商务谈判，促成房产经纪买卖和租赁业务成交...,0,0.7817,reject_real_estate
线束操作工。岗位职责1、按照车间主管要求，按时按量完成生产任务，完成当日当月生产任务； 2、按工艺要求进行生产操作；遇到生产计划变更、有加急订单时，负责根据上级安排调整生产。3、服从领导安排，完成本岗以外的技术学习任务； 4、完成领导交办的临时工作。任职资格：1、25岁-45岁，中专以上学历2、电气自动化、自动控制、电力电子及相关专业3、一年以上电子加工类工作经验4、掌握相关加工、安装工具的使用方法、掌握安全...,27,0.8718,similarity
Layout工程师-智驾。岗位描述 1.根据项目要求，与其他工程师一同完成项目的方案评估，新增元器件封装的制作 2.完成项目的布局工作，并组织相应的布局评审工作 3.高质量的完成布线工作，组织布线评审，导入评审意见 4.完成Gerber文件的输出，完成PCB以及PCBA生产所需的文档输出以及生产相关事宜 5.负责PCB相关文档的整理输出与归档工作 6.协助硬件团队完成其他相关工作 任职要求 1.本科及以上学历，电子、自动化...,0,0.8617,reject_textile
汽车美容技师。岗位职责：1.主要负责门店的抛光、打蜡、清洗内饰、洗车等美容项目. 2.负责对美容施工工具袋维护及整理. 3.服从上级领导的安排、要有团队精神. 任职要求： 1.有无经验均可、只要想学我们就教. 2.能吃苦耐劳、细心、有责任心和良好的服务意识.职位福利：包吃、包住、定期团建、全勤奖、绩效奖金、不加班、团队气氛活泼、年轻化团队,136,0.8776,similarity
服务部生物安全巡检。职位描述岗位职责：1、新开养户进苗前栏舍检查、验收，提出整改意见；2、服务部和养户生物安全执行情况检查。任职要求：1、年龄40岁以内，中专以上学历，畜牧兽医相关专业；2、有车且有驾照，能够适应出差工作；3、执行力和原则性强；4、退伍军人可放宽专业条件。职位福利：五险一金、包吃、包住、年底双薪、定期团建、餐补,0,0.7492,reject_agriculture
区域销售总监（四川）。职位描述 1、根据公司的战略规划，整合公司内外部优势资源，发掘潜在有价值的项目销售机会，完成公司下达的销售目标； 2、负责本地区行业市场的开拓，客情关系的建立和维护，商机跟踪与管理；3、负责市场分析、渠道策划、技术宣讲、方案整合和商务公关工作； 4、负责项目策划、商务谈判、招投标运作、合同签订、项目回款、项目交付和验收的协调工作； 5、配合售前技术支持、应用技术开发、项目交付管理、售后服务团队做好...,108,0.8937,similarity
工艺控制。（一）岗位职责：1. 按照工厂下达的生产计划安排生产，并及时跟踪、反馈生产情况；2. 负责控制制造定额的各项指标，确保达到公司要求；3. 本班突发生产、设备事故的抢修组织和汇报；4. 负责组织人员进行分析、解决生产中的疑难问题；5. 负责监督检查人员的劳动纪律、工作质量，确保人身安全和生产的持续稳定；6. 与品质保证部、配料中心、气保动力中心保持联络，确保生产正常进行；7. 定期向生产厂长和工厂工...,27,0.8886,similarity
汽车美容技师。1.负责操作汽车美容常规项目，洗车、精洗、打蜡、镀晶等。2.美容技术要求熟练抛光，无经验者可以从头学起。3.吃苦耐劳，责任心强，服从组织安排。4.18-45岁，身体健康，具有良好的适应能力。5.专业汽车技校毕业的，对汽车车型有深刻认知，对汽车维修有一定了解的优先考虑，有驾照会开车的优秀考虑。6.包吃包住，基础月休四天，工费旅游，带薪年假，年终福利等。7.学习能力，动手能力强的，公司提供优先晋升平台...,136,0.8937,similarity
FAE技术支持工程师。岗位职责：1、负责板卡BIOS参数修订及需求整理 Readme说明文件整理及版本管控及发布；2、负责板卡Demo例程及需求整理（含Bypass led GPIO Watchdog等） Readme说明文件整理及版本管控及发布；3、板卡BUG验证，反馈问题点给BIOS研发，根据整改验证；4、公司整机产品硬件需求配置确认，功能验证；5、负责协助主管和相关同事沟通生产需求，实施交货计划；6、负责公司售后...,12,0.8427,similarity
计算机硬件维护工程师。大专及以上学历，有驾照；具有周密的计划组织统筹能力，良好的沟通协调能力、灵活应变能力，严格的执行力及较强的组织推动能力，能够承担较大的工作强度及压力，一级建造师、高级工程师优先录用。职位福利：交通补助、包吃、节日福利、加班补助、绩效奖金,0,0.824,reject_civil_construction
园艺师-专家精选。专家精选园艺师：本科及以上学历；有丰富的粮食作物培育相关经验； 无土栽培技术研究有自己的了解； 有机物种植技术加分项； 团队扁平化，欢迎加入 职位福利：五险一金,0,0.6755,reject_agriculture
系统运维（外派）+七险一金+补助。岗位职责： <br />1、 负责自营、资管相关部门交易系统、估值系统运维，并负责与相关部门进行业务需求沟通确认、系统版本测试升级； <br />2、 私募、自营资管相关系统运维岗，负责相关系统业务对接，实施测试进度把控； <br />3、 领导交办的其他工作。 <br /> <br />任职要求： <br />1、 学历：本科及以上； <br />2、 专业：计算机、电子、信息、通讯、网络、工程管理等相关专业； <br />3、 专业资格证书和等级：证券从业资格； <br />4、 精通计算机，熟悉证券业务，丰富的证券行业IT管理经验，具有较强的沟通和协调能力； <br />5、 具有证券系统系统运维管理1年及以上经验。,0,0.8104,reject_pure_finance
工艺标准化工程师。岗位职责：1、负责公司产品工艺开发过程合规管控与工艺执行过程合规监查工作；2、负责公司产品工艺标准化工作；2、参与公司工艺管理体系的搭建与维护工作；3、负责公司工艺技术项目的运行管理工作；4、负责归口管理公司工艺纪律等方面工作；5、及时落实上级及公司交办的各项临时任务。任职资格：1、5年以上项目管理经验；2、3年科技项目管理工作经验；熟悉工艺标准化体系及相关知识；3、熟悉工艺开发或项目管理相关专业...,27,0.8633,similarity
SLAM算法工程师。slam算法工程师职责描述1、研究并开发基于激光雷达为主，IMU、相机、二维码等信息融合的slam算法。2、负责算法的调试、优化、移植和产品化；3、根据产品规划、系统构架和功能需求，编写相关技术文档。4、根据应用环境，对室内外建图算法进行开发，优化，调试，移植，工程化，输出相应代码及优化报告5、建图结果自动化评估，建图结果上传、下载、显示、及修改，逻辑接口开发，输出相应代码6、大规模建图算法优化，...,2,0.973,lidar_slam
ota运营经理/主管。岗位职责：1、根据公司总体战略与年度目标，制订和实施互联网整体发展规划和年度计划，包括网站、电商运营/网络推广、网络营销；2、负责公司全电商渠道平台运营销售管理工作，电商业务的运营发展目标，并拆分落地，对销售结果负责；3、负责电商部门管理及考核制度建设；构建运营管理体系，完善及优化业务流程；制订完善和运营课程和人才培养计划；4、负责公司官网的整体策划、网站布局、网站结构、日常运营、搜索引擎优化等；...,105,0.9049,similarity
汽车美容【整备】。岗位要求：1、年龄35岁及以下，身体健康；2、初中及以上学历，有良好的执行力和通能力；3、有汽车抛光美容经验，有车辆PDI/整备经验优先；4、需持有车辆驾驶证且驾驶技术通过甲方考核。岗位职责：1. 负责车辆交付前表面微瑕疵抛光打蜡，清洗发动机，精洗内饰等项目的施工2。领导安排的其他事情。上班时间：早九晚六 上五休二综合薪资：底薪+餐补+加班工资，综合薪资4200-6000,136,0.8593,similarity
汽车美容技师。岗位职责：1、负责抛光打蜡、清洗发动机，清洗内室、封釉、精细镀膜等美容项目的施工；2、负责对美容施工所需设备的保管及保养；3、完成领导交办的其他工作。任职资格：1、有汽车抛光美容经验，学过系统的汽车美容知识优先考虑；2、熟练使用抛光机等漆面处理工具，熟悉各类研磨剂的特性，对漆面养护有一定专业知识；3、吃苦耐劳，抗压力强。4、年龄18-30岁之间。5、工作地点接受分别各分店。（薪酬待遇各店一致）,136,0.8996,similarity
汽车美容包吃住。工作内容：1、负责进店车辆的清洗工作2、辅助美容师进行抛光打蜡，清洗内饰，镀晶镀膜，清洗发动机舱等美容项目。3、对美容所需设备进行保养维护。4、做好负责区域的卫生工作。福利待遇:1、有每月根据工作表现有一定的奖励。2、包吃包住3、我们公司会进行培训，只要你肯学都不是问题职业规划：美容组员→美容技师（分等级）→店长,136,0.8599,similarity
安全信息审计副总经理。1，梳理各项信息安全的流程管理情况，针对涉及安全的风险进行有效识别、提出优化或管控的建议或方案，并推动整改2、定期对信息安全风险进行审计和评估；组织信息安全知识宣传、安全技术及工具培训，提高员工的安全意识和安全防范能力3、保障公司的终端、系统、网络与信息的安全性、完整性和可用性，消除安全隐患。及时进行各种安全应急处理、安全事故,66,0.8847,similarity
汽车美容技师。1、福利待遇： 入职后提供长期岗位技术培训、五险、带薪年假、过节费、店庆、生日卡等福利 2、岗位职责： ①工作内容 普通洗车：按照要求完成车辆的内外清洁工作； 美 容 类：打蜡、内饰综合清洗、抛光等项目； 轮 胎 类：补胎、换胎等项目； 完成领导安排的其他工作 ②任职资格 工作积极主动，吃苦耐劳脚踏实地者优先； ③工作时间 8:00-18:00,136,0.8683,similarity
技术服务部技术员（电子方向）。岗位职责：1、 评估本专业的 AD\CAD、SB等工程文件，并编写成工程指令；2、 编写飞机维修工作的各类工作单卡；3、 对维修工作中产生的问题进行相应的技术支援；4、 完成部门安排的其它任务。岗位要求：1、 大学本科(含)以上学历，机械、电气等工科专业；2、 至少三年一线维修经验，特别优秀者可放宽；3、 熟悉CAAC\FAA\EASA等民航各类规章；4、 熟练掌握空客或波音飞机相关手册的使用；5...,0,0.815,reject_ccar_lae
到手5000 早九晚六 不加班 提供资源 不用到处奔波。岗位职责:1、负责一手二手房租赁与买卖，新盘销售，写字楼、公寓、商铺租赁买卖，公司品牌公寓等业务;2、详细了解客户的需求，做信息的合理匹配;3、陪同客户实地看房，进行商务谈判，签订三方合同，促成房地产经济买卖和租赁业务;4、负责业务进展及房屋缴税过户手续办理等服务工作;5、客户开发与积累，经营与维护。任职要求:1、为人诚实正直，待人谦逊有礼貌;2、有上进心，目标明确，渴望赚钱或提升自我;3、性格活...,0,0.8049,reject_real_estate
机器视觉销售工程师。岗位职责：1、根据公司发展战略制订销售计划，并负责完成销售目标;2、负责市场的拓展，行业客户的项目发掘和商机寻找，推进销售指标的完成；3、负责项目的商务谈判、项目的初步方案、合同的签订、客户的需求信息收集和沟通及回款等工作；4、负责制定销售费用的预算，控制销售成本，提高销售利润；5、负责按时向总经理汇报销售合同签订、履行情况及指标完成情况；6、维护客户关系，了解市场动态和行业信息；任职要求1、本科...,108,0.9285,similarity
汽车整备【美容】。岗位要求：1、年龄35岁及以下，身体健康；2、初中及以上学历，有良好的执行力和通能力；3、有汽车抛光美容经验，有车辆PDI/整备经验优先；4、需持有车辆驾驶证且驾驶技术通过甲方考核。岗位职责：1. 负责车辆交付前表面微瑕疵抛光打蜡，清洗发动机，精洗内饰等项目的施工2。领导安排的其他事情。上班时间：早九晚六 上五休二综合薪资：底薪+餐补+加班工资，综合薪资4600-6000,136,0.8592,similarity
汽车美容技师。岗位职责：1、负责为客户提供高品质的美容保养服务；2、依作业标准完成精致洗车、美容项目等服务作业；3、负责作业区环境卫生的清理及设备工具的日常维护保管； 4、熟悉汽车美容工作规范及流程，了解行业内美容产品性能；任职资格：1.有汽车抛光美容经验，学过系统的汽车美容知识优先考虑；2.熟练使用抛光机等漆面处理工具，熟悉各类研磨剂的特性，对漆面养护有一定专业知识；3.吃苦耐劳，抗压力强。所需技能： 抛光打...,136,0.9191,similarity
汽车美容技师。靓车会汽车美容连锁职位描述：1、独立、规范地完成洗车、抛光、镀膜、车内饰清洁等汽车美容项目施工作业； 2、对施工车辆按照规定完成自检，保证施工品质；岗位要求： 1、18周岁以上，高中或技校以上学历； 2、踏实肯干，服从上级领导安排，精神面貌佳。招聘人数：10人工资待遇：3000-5000元/月+提成 包吃住职位福利：五险一金、包吃、交通补助,136,0.8723,similarity
中控员。岗位职责：1、记录个生产线的生产情况；2、制作生产数据报表；3、与现场人员沟通，反映生产情况；4、完成领导交办其他工作。,27,0.778,similarity
整备专员/汽车美容（南宁）。岗位要求：1、年龄35岁及以下，身体健康；2、初中及以上学历，有良好的执行力和通能力；3、有汽车抛光美容经验，有车辆PDI/整备经验优先；4、需持有车辆驾驶证。岗位职责：1. 负责车辆交付前表面微瑕疵抛光打蜡，清洗发动机，精洗内饰等项目的施工2。领导安排的其他事情。上班时间：早九晚六 上五休二,136,0.8515,similarity
汽车美容师（长短期、暑假工都可）。岗位要求： 1、年龄18-35岁，学历不限； 2、能吃苦耐劳，有团队协作精神，对汽车美容及装潢类工作感兴趣，有行业相关经验优先； 工作职责： 负责门店日常汽车美容项目服务，核心为洗车，工作经验增加后可加入精铣、抛光、打蜡、汽车装潢等项目； 薪资：底薪3500+施工提成10%+销售提成10%，薪资无上限 工作时间： 10:00-21:00，月休4天，提供免费住宿 福州各区有多家门店，可就近安排哦 不...,136,0.863,similarity
房产经纪人/时间自由/收入上限高。【任职要求】1.20周岁以上，，房地产经纪行业2年以上经验优先；2.抗压能力强，能够吃苦耐劳，有强烈的上进心；3.有毅力，具备良好的沟通能力；4.具有高度敬业精神及优秀的服务意识，执行力强，有团队合作精神；【工作职责】1.负责线上渠道的房产信息维护，打造个人的专业品牌2.为客户提供优质的看房体验3.促成买卖双方交易达成，协助双方合同签署、办理权属转移等工作4.负责团队管理，制定业绩目标，提升服务体...,0,0.6954,reject_real_estate
汽车美容。岗位描述：负责汽车抛光打蜡、清洗内饰、真皮养护、精细镀膜、镀晶等美容项目的施工；任职要求：1、持有车辆驾驶执照C1或以上，且有1年以上驾龄；2、对汽车美容感兴趣、热爱汽车美容行业；3、品行端正、能吃苦耐劳、积极向上；4、熟悉打蜡、精洗、抛光、封釉、镀膜、镀晶、车内真皮护理、轮胎护理等汽车美容项目操作；,136,0.8522,similarity
汽车美容技师。任职资格： 1、有汽车抛光美容经验，学过系统的汽车美容知识优先考虑； 2、熟练使用抛光机等漆面处理工具，熟悉各类研磨剂的特性，对漆面养护有一定专业知识； 3、吃苦耐劳，抗压力强。1、负责抛光打蜡、清洗发动机，清洗内室、封釉、精细镀膜等美容项目的施工； 2、负责对美容施工所需设备的保管及保养； 3、完成领导交办的其他工作。,136,0.8806,similarity
信息安全工程师（征信公司）。岗位职责： 1、参与制定定期信息安全审计计划，并执行信息安全内审工作，对发现的问题提出纠正和预防措施建议，推动公司内信息安全管理和控制措施的改进，并监督整改； 2、参与定期的信息安全风险评估，以及全公司范围内信息安全合规检查，推动合规业务落地； 3、按照安全主管的要求落实包含但不限于安全监测、安全防护、安全整改等各项工作。 任职要求： 1、本科学历或硕士及以上学历； 2、计算机科学与技术、软件工程...,66,0.9026,similarity
汽车美容主管。岗位职责：1.负责洗美技师的.培训和管理工作2.负责对洗车设备.工具的日常维护与保管；3.订单量多的时候，协助技师进行汽车美容等其他服务4.协助完成新站点前期的推广工作，服从上级领导安排。任职要求：1.有洗车.汽车美容相关工作经验者优先2.男女不限，有驾照者优先；3.责任心强.执行力强所需技能： 汽车后市场,136,0.8674,similarity
汽车美容。岗位职责：1、能处理好各类汽车的美容装饰、清理等事项;2、完成汽车打蜡、内室清洗、漆面抛光、镀膜等各项美容项目；3、掌握相关产品知识和专业技术，不断提高自身职业素质和技能；4、熟悉汽车美容工作，独立、熟练完成各汽车美容项目的施工；5、愿积极配合上级领导的工作。任职资格：1 有工作经验有限；2、吃苦耐劳，抗压力强；3、服从安排，热爱学习。联系人：李经理 电话：*********** 地址：杭州下城区...,136,0.9165,similarity
汽车美容技师。汽车美容（20名）岗位描述:1、负责车辆美容施工项目；2、负责车辆施工前后的检查工作；3、负责客户信息的收集反馈；4、负责施工车间清洁卫生；5、负责对美容施工所需设备的保管及保养；6、完成上级领导传达的各项工作；7、严格遵守各项职能的职责。任职要求：1、有汽车美容特殊技能；2、做事认真，有责任心，吃苦耐劳；3、有驾照，熟练驾驶。福利待遇：（1）综合薪资4K—6K，底薪3000+800（绩效提成）+...,136,0.8876,similarity
安全信息审计副总经理。1，梳理各项信息安全的流程管理情况，针对涉及安全的风险进行有效识别、提出优化或管控的建议或方案，并推动整改2、定期对信息安全风险进行审计和评估；组织信息安全知识宣传、安全技术及工具培训，提高员工的安全意识和安全防范能力3、保障公司的终端、系统、网络与信息的安全性、完整性和可用性，消除安全隐患。及时进行各种安全应急处理、安全事故,66,0.8847,similarity
"设备维修工程师。1.具备维修球团、烧结或选矿设备维修的能力,有担任维修主任以上的相关经历。 2.有焊工证,有10年以上维修经验，有焙烧机经验者优先。",0,0.7977,reject_mining
汽车美容。岗位职责：1、负责抛光打蜡、清洗发动机，清洗内室、封釉、精细镀膜等美容项目的施工；2、负责对美容施工所需设备的保管及保养；3、完成领导交办的其他工作。任职资格：1、有汽车抛光美容经验，学过系统的汽车美容知识优先考虑；2、熟练使用抛光机等漆面处理工具，熟悉各类研磨剂的特性，对漆面养护有一定专业知识；3、吃苦耐劳，抗压力强。工作时间：,136,0.9004,similarity
汽车改装缝纫工安装工。1.缝纫工生产汽车真皮座椅，汽车脚垫底薪三千加绩效2.安装工真皮座椅的包覆，内饰包覆汽车用品的安装，售后等3.打版裁剪师傅根据汽车内饰打版裁剪4500-70004. 面包车司机送汽车座椅到4S店，车市工资30005.汽车改装师傅6000-1W以上工作包吃包住，月休两天,0,0.7547,reject_textile
汽车美容技师。1、配合帮助同事，完成日常洗车等工作2、跟领导学习汽车美容相关知识，慢慢成长。3、能够积极完成领导安排的工作任务。4、品行端正、吃苦耐劳、工作细致、爱干净；5、工作经验不限，有上进心者优先。,136,0.8495,similarity
汽车美容技师。底薪 5000，绩效提成、全勤奖、住房补贴、高温补贴、包吃包住。多劳多得基本没上限年龄要求 18-35岁岗位职责：1负责精洗、拋光打蜡、 清洗发动机、清洗内室、封釉、内饰养护镀膜等美容项目的施工2、负责对美容施工所需设备的保管及保养；3、完成领导交办的其他工作。任职资格：1有汽车拋光美容经验，学过系统的汽车美容知识优先考虑；2、熟练使用抛光机等漆面处理工具，熟悉各类研磨剂的特性，对漆面养护有一定专...,136,0.8367,similarity
视光医生/医学影像医生（丹东/东港医院）。职位要求：1、临床医学专业，本科以上学历；2、有执业医师资格证，应届毕业生优秀者可考虑。3、医院可提供爱尔规范化手术培训，一年之内能独立完成外眼手术，五年内可完成内眼手术培训。4、可培养医学影像及视光医生。,0,0.695,reject_pure_medical
"缝纫工（格拉默乘用车座椅新工厂）。严格遵守公司的各项规章制度，服从上级主管的管理及工作安排，认真完成生产任务，保证工作质量，努力提高工作效率 努力提升专业技能及自检能力，重视个人文化及思想素质的提高 作业过程中，严格按照工艺规程，保证产品的质量,认真检验上道工序产品质量和自检 认真执行首末件和过程的检验并记录 生产前必须确认好原材料和辅料的正确性 认真做好设备的点检和简单保养及维护 工作工程中，做好个人区域内的5S 按计划完成每日...",0,0.8219,reject_textile
信息安全管理。一）根据公司信息安全要求，负责信息安全工作；（二）根据网络系统安全需求，定期提出网络与信息安全整改意见；（三）定期组织开展信息安全巡检，输出安全巡检报告；（四）定期完善信息安全管理制度，并提供安全改进工作建议；（五）根据工作需要，处理安全的其它事务。,66,0.8858,similarity
园艺师。技能要求：种植技术岗位职责：1、温室内的生产种植管理， 制定作物栽培计划，对实施结果进行总结分析，达成种植目标。2、提出农业生产技术管理意见并组织实施，解决种植生产过程中的技术问题。3、对实施结果进行总结分析，指导种植人员掌握技术要点。搞好虫情、病情测报、预报工作，撰写调查报告和技术工作小结。4、带领种植团队，保证种植区内作物的正常生长。5、为客户提供技术指导和咨询。任职要求：1. 园艺或农学专业...,0,0.7553,reject_agriculture
技术工程师。岗位职责：1. 为机载仪表、通讯设备、导航设备、计算机、电气类设施设备，工作内容为针对上述设备遵照中国民航总局（CAAC）或美国联邦航空管理局（FAA）适航管理要求进行修理、故障排除、性能校验；2. 能熟练使用各种测试仪器设备(如示波器、信号发生器、频谱分析仪等)；3. 负责对公司返修的航电设备进行维修并形成维修记录，学习并掌握产品工作原理与维修技能；4. 熟悉电路图，通过电路图对设备进行有效的排...,0,0.8225,reject_ccar_lae
二手车汽车整备美容师。岗位职责：1、负责简单抛光打蜡、擦拭内饰等展厅车辆日常维护；2、负责对美容施工所需设备的保管及保养；3、完成领导交办的其他工作。 任职要求：1、有二手车整备经验优先；2、有一定漆面养护知识；3、吃苦耐劳，勤奋努力。公司名称:河南腾发汽车销售服务有限公司,136,0.8692,similarity
网络新媒体运营。通过网络流量媒介以视频图片形式宣传公司和公司产品，达到引流宣传效果。定时制作公司宣传页、图片、视频形式发送给公司销售人员、销售人员通过微信小红书抖音等媒介发出，达到宣传引流广告效果。,103,0.8511,similarity
汽车美容。1.负责抛光打蜡，清洗发动机，清洗内饰，封釉，精洗镀膜等美容项目施工；2.负责对美容施工所需要社保的保管及保养；3.完成领导交办的其他工作。任职要求：1.有汽车抛光美容经验，学过系统的汽车美容知识优先考虑；2.熟练汽车的本身架构及美容操作顺序；3.吃苦耐劳，工作积极向上；4.可接受无经验，应届毕业生。,136,0.9111,similarity
汽车美容。岗位要求：1.负责来店车辆的清洗工作；2.严格按照操作规范进行车辆的清洗；3.严格按照操作标准使用工具设备，并且使用后放置整齐；4.负责每日清洗车辆的登记；5.完成上级领导交办的临时任务。任职资格：年龄20-45岁；吃苦耐劳、踏实、勤劳，在职期间表现优异者可晋升为技师助理-初级技师-高级技师；具有良好的沟通能力，有很强的责任心；有汽车抛光美容经验，学过系统的汽车美容知识优先考虑。待遇：提供住宿，月...,136,0.8367,similarity
汽车美容技师。岗位职责：1. 能处理好各类汽车的美容装饰、清理等事项；2. 完成汽车打蜡、内室清洗、漆面抛光、封釉、镀膜等各项美容项目 ；3. 掌握相关产品知识和专业技术，不断提高自身职业素质和技能；4. 熟悉汽车美容工作，独立、熟练完成各汽车美容项目的施工；5. 愿积极配合上级领导的工作。6.品德端正任职要求：1. 具有2年以上汽车美容施工从业经验；2. 熟悉相关汽车美容的操作与培训能力，善于沟通；3. 身体...,136,0.9254,similarity
汽车美容技师。岗位职责：1、重点工作：洗车，清内饰，镀晶等汽车美容项目2、配合工作：相互配合、相互帮助其他员工完成相关工作；3、完成领导交办的其他工作任职资格：1、工作细致、认真、勤快、按要求完成车辆的内、外清洁工作；2、为人诚实可靠，踏实肯干，无不无良嗜好；,136,0.8525,similarity
汽车美容主管。岗位职责：1、负责汽车外表清洁、内部吸尘、擦拭、整理，负责发动机舱清洁、轮毂清洗，负责抛光、打蜡、磨泥、臭氧消毒、雾化消毒等项目施工；2、负责对美容施工所需设备的保管及保养；3、完成处理门店日常事务以及领导交办的其他工作。任职要求：1、有汽车抛光打蜡美容经验，学过系统的汽车美容知识优先考虑；2、熟练使用抛光机、气动打蜡机等汽车美容工具，掌握各类研磨剂、上光蜡的特性，对漆面养护有一定专业知识；3、吃...,136,0.8909,similarity
汽车美容技师。品牌：特斯拉岗位要求： 1.负责汽车抛光、贴膜、车衣，清洗内室、精细镀晶等美容项目 2.负责对美容项目所需设备的保管及保养 3.完成领导交办的其他工作 任职资格： 1.有汽车美容经验，掌握相关理论知识和专业技术 2.2年以上工作经验，有高端汽车品牌优先 3.吃苦耐劳，抗压能力强,136,0.8788,similarity
餐饮服务人员。1、初中以上学历；2、3年以上相关工作经验；3、能详细描述相关工作具体流程和标准者优先；4、身体健康，五官端正。具体薪资视工作专业性双方进一步议定。职位福利：五险一金、交通补助、通讯补助、定期体检、节日福利,0,0.7077,reject_food_service
三角+高底薪高奖金+销售代表+五险一金+接受无经验+月休4天。【工作地点】中山市三角镇【工作内容】：主要是以网络销售和电话销售为主，网络端口匹配客户，积累客户，有约出带看才需要出去，没有的话就在办公室里查看网络，不派传单，不蹲楼盘，主要销售珠三角一带的一手房，二手房和租赁；【工作时间】8:50-12:00；13.30-18:30，每周调休一天【优厚的薪资福利】A1：底薪补贴3000+浮动绩效1200+业绩奖A2：底薪补贴3300+浮动绩效1200+业绩奖A3...,0,0.7719,reject_real_estate
汽车美容技师。岗位描述：1.负责来店车辆的清洗、美容等工作。2.向客户介绍清洗、美容等各项服务项目。3.对工作区设备的整理维护工作。任职要求：具有吃苦耐劳的精神，较强的责任心。会汽车贴膜，保养，维修最佳优先！！！福利待遇带薪休假定期团建节日福利,136,0.8748,similarity
我知道你绝不简单 如果和现在工作没得聊， 那就来我们这聊聊 高端咨询顾问。我们热情，不仅对顾客；我们规范，不仅于制度。请和我一样，带着梦想，进入链家开启职业化生涯~链家成立于2001年，是中国前沿的房地产服务企业，业务覆盖二手房、新房和租房等房产交易服务。目前已进驻北京、上海、广州、深圳、天津、成都、南京、大连等近29个城市和地区，门店数量超过8000家，经纪人近14万名。链家具备完善的线上线下一体化服务能力，在不断提高购房服务体验的过程中，链家积极布局线上平台。目前线...,0,0.7028,reject_real_estate
