text,weak_label,confidence,rule_triggered
双墩信达北云台监控员。工作内容：1. 负责监控公司安防系统，发现异常情况及时处理；2. 对监控录像进行回放查看，确保公司安全；3. 协助处理安防设备故障；4. 配合其他部门，共同维护公司安全。岗位要求：2. 有安防监控工作经验者优先；3. 适应夜班4. 责任心强，细心认真。 5，年龄要求：18之56已下,96,0.8291,similarity
诚聘主管会计。岗位职责：1、熟悉相关会计制度，精通成本核算及成本控制，熟练制作各种账表；2、熟练掌握财务控制、财务预算、财务成本等相关工作流程，管理往来账、应收、应付款、固定资产；3、负责编制会计报表，协助公司领导做好决策，会同有关部门组织固定资产和流动资金的核定工作；4、开展财务成本计划完成情况的分析，找出管理中的问题点，提出改善管理的建议或措施，进一步挖掘增收节支的潜力。任职要求：1、年龄32-45岁，本科...,107,0.8706,similarity
"销售总监（无人机）。一、岗位职责 1、负责公司无人机产品的销售及推广； 2、根据市场营销计划，完成部门销售指标； 3、大客户管理及维护，拜访、了解和发掘已有大客户需求；负责辖区市场信息的收集及竞争 对手的分析； 4、开拓新市场,发展新客户，不断提高产品市场份额； 5、负责销售区域内销售执行、回款等销售任务； 6、完成公司或上级领导的工作安排。 二、任职资格 1、大专以上学历，工科背景，有较好的表达能力； 2、3年以上...",179,0.9294,similarity
无人机销售。岗位职责1.负责无人机行业市场开拓与销售工作，拓展和维系行业客户，协调公司内部资源，做好客户公关，完成销售指标；2.负责搭建用户合作关系，开展与政府端、客户端的接洽、接待、沟通工作并与其形成长期、稳定的合作伙伴关系；3.持续关注市场动态信息，收集市场信息和客户意见，对公司营销策略、售后服务、产品改进、新产品开发等方面工作提出参考意见；4.负责销售项目的全程跟踪，完成商务谈判、签单及回款目标；5.完...,5,0.9317,uav_sales_bd
急招技工 五险一金 有餐补。!!18-46周岁，男女不限，初中及以上学历，两班倒，站立走动式工作模式，主要生产锂电池，工作轻松，需穿轻薄无尘服，两班倒，上六休一，四季恒温恒湿(空调车间)员工薪资：(底薪2330-3320+岗位工资235)2500+加班费+车补150+餐补450+绩效(0~1300)+满勤200+岗位技术500发放薪资。综合工资7000-8000元/月面试时间：9.30-17.00，当天面试当天安排住宿，面试...,126,0.7881,similarity
财务会计——海南。岗位职责：1、账务处理与核算：审核原始单据，编制记账凭证，确保及时、准确的完成会计凭证编制工作。按月进行凭证及账簿的整理、装订，做到单据完整、凭证整洁、美观、易查。2、税务管理，按时完成每月、每季度及年度纳税申报和缴纳工作，确保申报数据准确完整，无漏报事项。进行税务合规性检查，合理开具发票，降低税务风险，优化企业税收成本。3、完成领导交办的其他工作任务。任职条件：1、本科及以上学历，会计学及相关专...,107,0.8287,similarity
雷达总体设计。岗位内容：1. 提供高性能、高品质的雷达系统总体设计方案。2. 协助团队完成产品原型调试，解决各类技术问题。3. 对产品进行性能测试和优化，确保产品符合客户需求和性能要求。4.负责雷达总体方案设计、雷达算法研究、仿真、验证，负责雷达关键技术的研究和方案论证；雷达特征提取与目标识别、数据处理及雷达体系探索、论证、系统仿真等相关工作任职要求：1. 信号与信息处理、电磁场与微波技术、通信与信息系统、控制...,178,0.9112,similarity
大疆行业应用销售（双休）。岗位职责:主要负责政府项目的开发与维护，包括但不限于政府，央国企客户开发、客户关系管理、业务需求管理、方案交付、商务谈判、项目实施、合同签订与跟进回款等。1. 负责大疆行业销售项目的规划与执行，确保销售目标的实现。2. 开拓新客户，维护现有客户关系，提升客户满意度。3. 定期收集市场信息，为产品优化和市场策略提供参考。4. 参与销售策略的制定，提高销售效率。任职要求：1、有政府客户开发以及甲方对接...,151,0.8742,similarity
视频记者（编导摄像）。岗位职责： 负责选题策划、资料搜集、采访、编导、拍摄、剪辑等工作。 岗位要求： 1.有1年以上主流媒体记者经验，网感好，对抖音、微博、小红书等平台传播内容，有很好的判断能力，能独立挖掘事件热点。 2.采访、突破能力强，有相关作品证明 3.有大事件、人物类视频报道经验者优先，有相关作品证明 4.熟练运用摄像机、无人机等设备，捕捉精彩画面，确保素材质量。​ 5.自驱力强、学习能力强、责任心强、抗压能力强，愿意追求极致、拥抱变化、挑战高难度工作。,47,0.8359,similarity
中型垂起复合翼无人机教员。岗位职责：1.对参加无人机培训的学员进行理论、口试、地面站、飞行培训；2.独立完成技术服务业务；任职要求：1、必须持证上岗；2、无人机专业、或航模爱好者优先； 3、本科以上学历 4、取得无人机相关比赛奖励优先； 5、熟悉无人机相关法律法规； 6、普通话标准，能理解并向学员解答各类无人机相关知识。 福利待遇： 1、五险一金； 2、各种节日福利，年终奖，生日补贴等。,4,0.9195,training_instructor
总体设计工程师(J10002)。岗位职责:1、负责无人机产品开发的技术论证；负责无人机产品概念设计、方案设计；负责无人机飞行平台的专业技术协调；2、负责项目技术状态控制、设备选型、指标分配、接口控制；3、负责无人机产品研发过程中地面试验、飞行试验的技术牵头及策划；4、负责无人机产品的行业解决办法的制订。任职要求:1、具有5年以上的飞机总体设计经验；2、航空航天专业本科以上学历；3、熟悉中小型飞机及中大型无人机的技术发展趋势和市场...,8,0.9428,uav_test_qc
技术支持工程师。岗位描述： 一、系统测试 1）完成大系统的各个设备联合测试工作，包括功能测试、性能测试、易用性测试、安全性测试、兼容性测试等，及时准确反馈问题； 2）负责外场测试（含室外/现场环境部署、设备软硬件功能、性能、可靠性、压力等场景测试），完成外场环境搭建、数据采集、问题复现与结果反馈； 3）跟踪测试问题闭环，协助研发/产品定位复现，验证修复效果，形成闭环； 4）严格执行测试流程，保证测试数据真实、完整、可追溯，为产品上线与项目交付提供可靠数据； 5）响应部门其他工作。 二、技术支持 1）独立完成各类设备和软件的现场安装部署、环境调试、参数配置、版本升级与数据迁移工作，熟悉windows/linux等主流操作系统，能根据客户现场网络环境、硬件条件优化部署方案，确保系统上线运行； 2）负责设备的现场安装、硬件接线、组网调试、信号测试、参数配置工作，熟悉掌握设备安装规范和运维标准，排查各类故障问题 3）负责客户现场软硬件设备的日常维护、定期巡检、故障抢修工作，快速响应现场突发故障，精准定位故障点，高效完成维修、更换、调试等工作，降低故障影响；同时做好现场运维记录，整理技术文档与故障处理报告。 4）完成项目完工验收，配合客户完成功能、性能测试，提交完整的现场技术资料、验收单据，规范完成项目交接； 5）负责编写软件部署说明书、软件使用说明书等文档，负责向用户进行使用培训； 三、创新 收集和分析其他友商同类产品的特性，提出改进建议。与其他部门沟通交流，从软硬件角度提出优化改进建议。 任职要求： 1. 大专及以上学历，计算机、通信、自动化、电子等相关专业优先； 2. 具备通信类设备软硬件安装调试、维护经验，熟悉软硬件测试及外场测试流程； 3. 沟通表达清晰，具备客户对接与跨部门协调能力，责任心强； 4. 能适应现场施工、外场测试、出差及突发抢修工作； 5. 具备文档编写能力，可沉淀经验、输出标准化技术资料； 6. 掌握无人机实操飞行技能，持有UOM无人机相关操作资质证书者优先。,27,0.9073,similarity
低空经济负责人。一、 岗位职责1、全国销售战略与目标达成全面负责公司无人机产品及低空信息化解决方案的全国市场销售工作，制定并实施全国营销战略与年度销售计划，确保销售目标及市场占有率达成；统筹工业级无人机在林业巡检、森林防火、生态监测、应急管理等领域的市场推广与销售落地，深度挖掘行业应用场景。2、市场开拓与渠道建设负责全国重点区域的市场开拓，拓展行业大客户及渠道合作伙伴网络；建立并优化全国销售渠道体系，制定渠道政策...,156,0.8643,similarity
市场经理（倍飞智航）。工作职责：1.协助上级领导进行公司产品或服务的品牌推广和宣传，策划和组织市场推广活动、展览和广告，提升公司品牌知名度和形象；2.竞争对手的调研和分析，收集市场信息、资源和数据，并通过市场调研的结果，为公司决策提供可靠依据；3.负责建立和维护与客户的良好关系，了解客户需求，协助各部门资源为客户提供满意的服务，并积极处理客户投诉和问题；4.协助上级领导进行市场团队的组建和管理，确定团队目标和业绩要求，...,151,0.864,similarity
活性碳纤维销售经理。岗位职能： 1、有活性炭，制药、化工企业工作经验优先考虑，全国范围均可。 2、负责所在区域市场开拓与销售工作，执行并完成公司销售安排。 3、负责探望客户，建立和维护良好的客户关系。 4、负责完成公司产品的销售、回款与后期维护的全过程。 5、帮助收集、分析市场状况，提供相关建议。 6、和公司其他们部门进行沟通和对接，及时准确的掌握项目进展信息。 7、完成公司领导交办的其他工作。 任职要求： 1、本科...,151,0.9006,similarity
航天时代低空经济总体部社会招聘。航天时代低空经济总体部(简称“低空总体部“)成立于 2025 年8月，是中国航天科技集团有限公司着眼国家战略成立的低空经济系统总体单位。低空总体部以全球视野立足国家空域改革与新兴产业战略窗口期，作为统筹空天资源向低空领域延展的战略中枢，全面承担低空经济板块的顶层设计与战略谋划职能，聚焦低空航空器、综合管理平台和新型基础设施等关键方向，致力于打造推动技术创新、产业创新，支撑国家标准规范制定实施的策源高地。来源：中国航天电子技术研究院本文观点不代表本站立场，该文观点仅代表作者本人，本站不对其真实合法性负责，请读者仅做参考。内容来自网络，无商业用途，版权归原作者所有。涉及到版权或其他问题，请及时联系我们。,31,0.7941,similarity
国企直聘金融保险规划师。一、工作内容：【1】了解公司各类产品、学习专业知识；【2】服务于中高净值个人、家庭、中小企业主；针对个人或家庭财务状况，从健康保障型、养老储蓄型、子女教育金、家庭年金保险等全方位的咨询、规划及解决方案；【3】依托公司提供的业务平台及服务体系，触达新客户，服务老客户，为千万家庭带来终身的财务安全，为客户提供高品质保险保障与服务；【4】 具备足够的可复制经验之后，可组建自己的团队，做好团队成员的培养与...,116,0.8502,similarity
CAE软件（结构）内核测试实习生。职位描述 仿真 岗位职责： 1、负责中望CAE产品子模块的测试工作，包括单元测试、功能测试、自动化测试、模块测试等。 2、在原有测试框架的基础上，增加新的测试案例，丰富测试框架功能。 3、作为团队的一员，承担部分与其他部门的协调沟通工作。 岗位要求： 1、本科及以上学历，软件工程、计算机科学与技术、机械工程及自动化、土木工程、力学等理工科相关专业； 2、了解有限元方法，具有市场主流仿真软件等商业软件使用经验; 3、掌握Python，C++等编程语言，有过相关项目经验（包括实习）者优先； 4、具有良好的沟通和表达能力、较强的团队合作精神；学习能力强，有高度的责任心。,27,0.8791,similarity
飞控算法工程师。岗位职责： 1.负责无人系统集群感知、决策算法的开发及优化 2.负责集群管理、任务管理、路径规划、导引算法的开发及优化 3.负责集群软件系统的维护 任职要求： 1.具备协同控制、任务规划、态势融合等算法的开发能力 2.熟悉linux编程环境，熟练使用C/C++/Python等编程语言 3.熟悉机载计算机平台的算法开发 4.具备较强的逻辑能力和数据分析能力 5.有相关项目经验者优先,3,0.8866,flight_control_algo
物流部-副部长/处长。一、岗位职责：1.落实公司战略，收集、分析业务动态，提出业务发展的意见和建议2.协助部长管理部门日常工作，推动业务正常有序进展3.协助部长管理部门内部人员，做好人才队伍建设4.协助部长做好部门内部制度建设，规范业务相关流程5.协助部长完成部门业务管理及库存管理，提供精准数据信息支持管理决策6.协助部长做好客户/供应商开发、管理及客户维护7.完成公司领导交办的其他事宜二、技术能力要求：1.大学本科及...,133,0.8224,similarity
拍摄剪辑。【岗位职责】 1. 负责公司各类活动、展会、宣传项目的拍摄工作，包括但不限于短视频、宣传片、活动现场录制等，确保画面质量符合公司要求。 2. 根据项目需求，完成视频素材的剪辑、调色、特效添加等工作，制作出符合公司品牌形象和宣传目标的视频内容。 3. 协助策划视频内容，提出创意想法，与团队合作完成视频脚本的撰写和拍摄方案的制定。 4. 负责视频拍摄设备的日常维护和管理，确保设备处于良好状态，满足拍摄需求。 5. 跟踪视频拍摄和剪辑的***动态，不断学习和尝试新的拍摄手法和剪辑技巧，提升视频制作水平。 6. 完成上级交待的其他与拍摄、剪辑相关的工作任务，如图片拍摄、简单设计等。 【任职要求】 1. 本科及以上学历，影视制作、传媒、广告等相关专业优先。 2. 熟练掌握拍摄设备（如相机、摄像机、无人机等）的操作，具备良好的拍摄技巧和画面感。 3. 精通视频剪辑软件（如Adobe Premiere、Final Cut Pro等），能够高效完成视频剪辑、调色、特效制作等工作。 4. 具备良好的创意能力和审美水平，能够独立完成视频内容的策划和制作。 5. 具有较强的责任心和敬业精神，能够承受一定的工作压力，适应快节奏的工作环境。 6. 对拍摄剪辑行业有浓厚兴趣，愿意不断学习和提升自己的专业技能，有相关工作经验者优先。,130,0.7941,similarity
急聘！！房产经纪人5名，需有同业经验，平台有资源，高提成。1、不限学历，只需有同业经验 2、底薪+提成25%-75%，收入无上限； 3、五险一金+人民大会堂吃国宴+国内外旅游等； 4、互联网支撑的O2O大平台任你发挥； 5、一对一辅导体系+专业拓展培训帮你成长； 6、完善透明的晋升机制帮你筑梦，完成职场飞跃； 7、链家高大上＋设计感十足的办公环境等你来体验。 专业培训： 链家专有培训基地：链家学院、专业培训讲师、一系列人才的标准化培养。 1、新人训：从新人到专业经纪人的**步。入职前5天专业知识培训和军事化质素拓展训练，让你对房地产行业、链家和销售工作有一个基本的认识； 2、导师制：专业经纪人成长的第二步，全程业务指导和帮扶； 3、衔接训：通往专业化的阶梯：涉及业务实战方面的，包括经纪人的一天、店经理十六步、带看九要素、奇妙等式等专业知识。 职位晋升： 链家地产全销售团队没有空降兵，今天的销售人员，明天的高层管理者的后备人选。两个发展方向： 1、业务路线：经纪人-高级经纪人-百万经纪人 2、管理路线：店经理-商圈经理-大区总监-分公司总经理 职位要求： 1、有销售经验者不限学历，年龄在20-40周岁； 2、诚实守信、吃苦耐劳、具有良好的团队精神； 3、能承受较强的工作压力，具有强烈企图心，愿意挑战高薪； 4、有良好的心态，有相关销售工作者优先 5、应届毕业生可实习，待遇同全职 工作内容： 1、熟练掌握区域楼盘详细情况； 2、通过网络、电话等方式发掘客户需求； 3、为客户提供优质的看房体验和置业咨询服务； 4、负责公司房源开发与积累，并与业主建立良好的业务协作关系； 5、促成买卖双方交易达成，协助双方合同签署、办理权属转移等工作； 6、打造个人的专业品牌。 总有一个岗位，撑得起你的生活； 总有一个岗位，装得下你的野心； 总有一个岗位，玩得转你的梦想！ 风里雨里，链家等你！,0,0.9139,reject_real_estate
保险客服专员。【工作内容】公司提供客户，不需要外出，不见客户，正规电话呼叫中心，公司统一热线。工作内容用公司统一系统电话给老客户办理车险续保业务。（不需要跑业务，不需要自己找客户，办公室工作）【任职资格】（1）年龄20到40周岁。（2）有一定的沟通能力【工作时间】上午：8：30－12：00下午：13：40－18：30左右，八小时工作制）月休5天，国家规定节假日全休，每年5-15天的带薪年假【薪资福利待遇】（1）...,119,0.7877,similarity
航空发动机销售总监。岗位职责1.根据公司整体战略，负责发动机、混合动力产品销售，维护重点客户，持续开发新市场新客户；2.针对动力系统产品制定营销策略； 3.定期总结市场信息并提供相关销售报表。任职要求1.大专以上学历，5年-10年销售工作经验，有航发、航空相关行业市场工作经验者优先；2.了解航空发动机的技术特点和应用场景，能够为客户提供专业解决方案；3.有较强的组织、协调、商务及攻关能力。,179,0.8781,similarity
飞机CFD计算工程师。1、主要负责飞机设计阶段各部件以及整机的数值模拟工作，撰写数值模拟结果的报告文件。 工作地点：大连 学历：硕士 专业：航空器设计、计算流体力学等 应会技能：具备航空器设计基础知识，熟练使用CFD相关软件，掌握数据处理分析技术。 工作经验：不限,36,0.8365,aerodynamics
激光传感与跟踪系统研发工程师。时空穿梭(北京)航空有限公司是国家颠覆性技术企业、国家专精特新小巨人企业——深圳市阿拉丁无人机有限公司投资的子公司 岗位职责： 1、负责激光转电、炮瞄跟踪及激光测量、四象限传感器研发； 2、如1000W-5000W激光照在直径400mm圆形激光光伏发电板发电，转换效率大于55%； 3、激光准直、匀斑、跟随变焦和炮瞄到运动目标（运动体速度20m/s)； 4、撰写并发表技术研究、测试、相关文档、标准、论文，协助申请相关软著、专利； 5、领导交办的其他临时任务。 任职要求： 1、年龄：25-45岁，有责任心，长期稳定者优先； 2、学历：**博士、硕士学历，光学、电子工程、光电材料、光发电、自控、激光测量、定位等相关学科领域知识专业； 3、精通C或C++等至少一门计算机语言，具备嵌入式软件开发经历； 4、 熟练使用Zemax、MATLAB等工具，具备独立测试与问题解决能力； 5、三观正，有创业精神，极强的责任心、细心和用心，人品优秀和严谨的工作作风； 6、学习能力强，执行力强，团队协作意识良好、服从工作安排，独立完成自己的工作； 7、特殊技能人才工资可面议。,52,0.8233,similarity
大疆无人机-云南区域渠道经理。主要职责：1.制定和管理云南省内大疆认证经销商的需求计划和销售目标。2.对区域内认证经销商的SI、ST负责。3.与认证经销商共同制定市场开拓计划及客户维护计划。4.执行云南区域渠道规划、销售激励政策、重大事件管理等业务，规范经销商销售行为，维护市场秩序。5.建立和维护与重要渠道合作伙伴的关系，确保合作伙伴的业务增长和满意度。6.运用数据分析工具深入了解市场趋势和认证经销商业务情况，为销售目标和策略...,150,0.8403,similarity
电子产品工程师。岗位职责：1、 负责电子产品的制作、开发及测试工作；2、 学习和掌握制品制程技术相关的工作，包括产品原理，条件制定和控制过程；3、 新产品作业方法标准化， 指导操作人员按作业标准进行操作；4、 现场不良分析，不良品解析对策报告，制程异常分析改善；岗位要求：1、大专以上学历，电子，电气等相关专业，有生产管理经验者优先；2、 熟悉电子产品的开发流程及设计原理，熟悉电路工作的基本原理，电路控制等；3、 ...,108,0.9278,similarity
阀门销售/管道销售（石油、化工、矿山/矿场、造纸、制药、热电、煤化工、冶金）。岗位职责： 1. 负责根据公司安排，做好工业/化工等领域产品的销售业务拓展工作； 2. 负责开拓区域内大型项目工程，维护工业、化工等客户关系； 3. 负责区域内项目信息的收集以及汇报工作，协助公司做好项目投标工作； 4. 负责客户的合同管理、渠道维护和应收管控工作； 5. 负责区域内品牌推广类工作。 任职资格： 1. 统招本科及以上学历，市场营销相关专业优先考虑； 2. 具备工业、化工任一领域相关...,151,0.8581,similarity
业务经理（保险）。1、维护现有渠道客户，拜访客户、电话回访客户，开展延伸业务，介绍公司及服务内容；2、建立存量客户及目标客户数据信息库，完成相关业务统计报表；3、与教育渠道主管部门及学校客户建立良好关系，定期向学校客户上级主管部门进行工作汇报，维护公司形象；4、协助客户拟定投保方案，选择保险以及办理投保手续；5、为客户提供防灾、防损或者风险评估、风险管理咨询服务；6、协助客户向保险公司进行索赔。指导资料收集，督促案...,100,0.8493,similarity
"机场值机专员。岗位职责：1.国内值机柜台引导2.国内普通值机柜台&中转柜台3.国内登机口辅助4.国内登机口固定端引导5.使用航信系统的部分国际航司和国内航司国际航线的部分值机经济舱柜台6.国际柜台引导7.国际文件递送任职要求：1、国家学信网可查的大专学历（在读）；2、身高162-175cm；168-180cm以上；体重：60kg-80kg,45kg-65kg；3、普通话标准，性格开朗，亲和力较好，具有较好的理解...",172,0.7714,similarity
无人机测试工程师。职位描述 性能测试 飞控测试 可靠性测试 极限环境测试 飞行测试方案设计 测试流程优化 工作职责 1. 负责无人机整机及核心部件（飞控、动力、通信系统）的功能测试、性能测试与可靠性测试。 2. 设计并执行模拟真实场景的飞行测试方案，包括极限环境（高低温、强风、电磁干扰）下的性能验证。 3. 记录、分析测试数据与故障现象，输出专业测试报告并推动研发团队定位解决问题。 4. 参与测试流程优化与测试用例库建设，提升测试效率与覆盖度。 任职要求 1. 专科及以上学历，自动化、电子信息、航空航天或计算机相关专业。 2. 熟悉无人机系统架构，了解飞控原理、通信协议及传感器技术。 3. 具备2年以上硬件或嵌入式系统测试经验，有无人机测试经验者优先。 4. 掌握测试用例设计方法，能独立编写测试计划与报告，熟练使用示波器、万用表等测试工具。 5. 具备较强的逻辑分析能力与问题定位能力，能适应户外飞行测试工作。,8,0.8908,uav_test_qc
培训机构校长。我们是深耕教育领域的专业辅导机构，始终以优质教学、精细化学生管理为核心，致力于为学子打造高效学习成长平台，为教育从业者搭建广阔发展舞台。因机构战略发展需要，现面向行业公开招聘校长1名，诚邀有教育情怀、懂管理、善运营的资深教育人加入，共筑教育新蓝图！岗位职责1. 全面统筹机构运营负责辅导机构整体日常运营管理工作，制定并落地机构发展规划、运营目标，把控办学方向，保障机构高效、合规、可持续发展。2. 教...,79,0.7691,similarity
应届生（研发部）。岗位内容：1. 跟随研发部各组学习开发技术及技能，承接和完成指派的各种研发任务，并向负责人汇报结果。2. 参与公司项目研发、产品研发、产品测试等各环节工作。 3. 学习研发技术与技能，在短期内能独立承担分配的研发工作。 任职要求：1.统招硕士（必备条件），通信工程、计算机软件、信息管理、软件工程师等相关理工类专业。2. 具备优秀的沟通表达能力和学习能力，热爱挑战，较好的承压能力。3. 前期笔试面试...,159,0.8366,similarity
飞机结构设计工程师。一、工作职责：（飞机机身结构设计、仿真分析、力学分析岗各一名—） 1. 结构设计与开发：负责飞机机体结构（如机身、机翼、尾翼、浮筒、起落架等）的零部件、组件和部件的详细设计，使用CATIA等软件完成三维模型和二维工程图纸。 2. 工程分析支持：与强度分析工程师紧密合作，为结构的静力、疲劳、损伤容限等分析提供输入，并根据分析结果优化设计方案。 3. 技术文件编制：编写设计报告、图纸规范、材料规范、制...,6,1.0,aircraft_structure
"Simulink软件开发。职位描述 MATLAB C语言 热管理 电子/半导体/集成电路 汽车研发/制造 汽车零部件 岗位职责： 1.负责软件编码和集成调试，了解CAN/LIN通讯协议并支持匹配开发； 2.对软件架构进行升级开发，梳理软件详设，并将开发工作文档化； 3.支持测试工程师完成测试用例编写； 4.按照ASPICE的开发要求进行软件开发，并根据项目需求按需开发。 任职要求： 1. 从事汽车行业软件开发工作2年相关工作经验； 2. 精通Simulink软件开发，了解自动控制算法，掌握基于AutoSAR架构的模型搭建方法,； 3.了解ASPICE软件开发和汽车热管理系统； 4.具有汽车热管理系统软件开发经历； 5. 有较好的工程领悟力、沟通能力以及团队合作精神。",0,0.85,reject_icv_autosar
销售工程师--深圳。1、建立、维护、提升客户关系； 2、开发、签订、跟踪销售订单； 3、销售目标、回款目标的完成。 职位要求： 1、30岁以下，本科及以上学历，自动化、机械、电子、测控、仪表、流体、物理、能源动力等理工科专业； 2、有2年以上市场一线调研、开拓工作经验，较强的市场敏感度及市场公关能力，掌握一定商务谈判技巧，较强的语言表达能力； 3、积极进取、有韧性、内驱力强，善于自我激励； 4、适应出差。 有志于技术...,158,0.8756,similarity
产品经理（无人机相关）。工作职责1. 主导消费级/行业级无人机及配套软硬件的全生命周期管理，从概念定义到上线迭代，统筹需求挖掘、产品规划、方案设计与落地推广。2. 深度调研无人机行业动态、技术趋势及竞品策略，结合市场需求与用户痛点，输出PRD、原型设计及差异化产品策略。3. 协同研发、设计、测试等跨部门团队，明确开发优先级，推动项目落地，解决产品全流程中的问题，保障按时高质量上线。4. 跟踪产品数据表现与用户反馈，通过数...,24,0.9321,similarity
高级软件工程师（C++）。岗位职责： 1.主要负责电动显微镜自动化控制和显微图像处理软件开发； 2.负责分配项目的软件需求评估，技术资料检索； 3.负责必要的显微图像处理算法开发； 4.负责软件的可靠性评估和问题处理； 5.负责分配项目的设计资料编写、整理和提交。 任职资格： 1、**本科及以上学历，理工科相关专业，5年以上相关软件开发经验； 2、熟悉常用的图像处理算法及相关应用； 3、熟练使用C++进行编程，掌握QT平台界面开发； 4、具有自动化运动控制开发经验，有步进电机、编码器、驱动器和控制器的选型及整合经验者优先考虑。,177,0.9182,similarity
碳纤维预制体工艺工程师。一、岗位职责1. 预制体工艺开发与设计依据碳纤维复合材料制品的结构、性能需求，设计碳纤维预制体的成型工艺方案，涵盖针刺、编织、缠绕、铺层等技术路线；确定纤维排布方式、面密度、体积分数、孔隙率等关键工艺参数；完成小试、中试的工艺验证与参数迭代，输出工艺可行性报告。2. 量产工艺管控与优化主导碳纤维预制体量产线的工艺调试与稳定运行，解决成型过程中纤维起毛、分层、尺寸偏差、密度不均等问题；通过优化工艺参...,6,0.9213,aircraft_structure
销售 实习生 管培生 置业顾问。我们的团队像太阳，欢迎同样有理想有追求的你：如果你不甘平庸；如果你渴望进步与成长，链家欢迎阳光、靠谱、聪明、诚实的你；加入链家，与优秀的人同行，为同一个目标前进. 任职要求： 1、大专及以上学历优先，有行业经验的也不设门槛，热爱房地产工作 2、高度的敬业精神、优秀的服务意识和团队合作能力，高执行力者优先； 3、抗压能力强，能吃苦，亲和力强； 4、拼搏进取诚实守信是你的价值观。 5、高度的工作热情和团队合作意识，有销售、客户服务或学生社团干部经验者优先考虑； 6、市场营销专业、经管类学生优先考虑。 7、沟通能力强，普通话标准；有亲和力，工作积极，乐观开朗 岗位职责： 1、负责客户接待、咨询工作，为客户提供专业的房地产置业咨询服务； 2、了解客户需求，提供合适房源，进行商务谈判； 3、陪同客户看房，促成二手房买卖或租赁业务；并负责业务跟进和房屋过户手续办理等后续服务工作。 4、负责公司房源开发与积累，并与业主建立良好的业务协作关系。 我们为您提供： 1、完善的培训体系： 链家拥有链家专有培训基地、链家学院、专业培训讲师；为所有经纪人开设新人培训、在职经纪人能力提升衔接培训、新任店经理管理培训。 2、公平的晋升机制： 实力说话，有能力**给你好职位！经纪人—店经理-商圈经理-大区总监-总经理 公司介绍 链家是集房源信息搜索、产品研发、大数据处理、服务标准建立为一体的以数据驱动的全价值链房产服务平台。 中国房地产经纪100强企业 中国房地产协会委员单位 蝉联中国地产经纪年度品牌机构奖 中国银行十大中介战略合作伙伴 工商信息 法人代表：左晖注册资金：10000万元成立时间：2011-05-06企业类型：有限责任公司经营状态：正常营业,0,0.9818,reject_real_estate
解决方案经理（低空应用方向）。岗位职责：一、行业与需求研究：1、跟踪低空经济政策、空域管理、无人机/eVTOL技术及核心应用方向趋势（重点深耕电力巡检、应急救援、空域服务、安防监控等其一），定期输出对应应用方向的行业分析、竞品分析报告；2、深度调研对应应用方向的政府、企业客户，挖掘低空飞行、监管、作业等核心痛点，转化为产品需求与解决方案需求，开展需求评审，明确需求优先级与落地路径。二、产品规划、设计与解决方案打造：1、制定所负...,69,0.8791,similarity
上位机软件工程师。此职位为代集团的【北京水影流芯科技】招聘，为企业直招，简历投递后和则约见。水影流芯成立于2024年12月，公司聚焦于Mini/Micro LED显示应用场景，以巨量转移核心设备以及产线解决方案为核心，以通用化的电子电气系统架构为技术平台，以AI赋能的模块化机器人为标准解决方案，为用户打造信息化、数智化的智慧工厂。此职位工作地点有北京大兴/河北廊坊，职位具体细节可面议了解。 1) 职位描述： A.负责上位机软件开发，有.NET开发经验； B.负责设备板卡控制动作调试，以及板卡系统与外部交互调试； C.负责设备操作说明书中板卡控制部分的撰写以及量产设备的设备操作SOP文件的制定。 2) 岗位职责： A.上位机运动板卡程序编写， 熟练使用 Visual Studio 等开发工具，独立完成上位机软件的架构设计与开发工作，包括界面设计、数据处理模块、通信模块、数据存储与分析模块等，有WEB端开发经历优先； B.具备多线程、网络通信（TCP/IP、UDP、串口通信、CAN 总线等）、数据库（SQLite、MySQL 等）操作等相关技术经验，能够设计稳定高效的数据传输与存储方案； C. 制定完善的上位机软件测试计划，熟练运用单元测试、集成测试、系统测试等方法，对软件功能、性能、稳定性进行全面测试； D. 根据测试结果与用户反馈，对上位机软件进行持续优化，包括代码优化、算法优化、界面优化等，提升软件的运行效率、可靠性与易用性； E. 编写规范、详细的技术文档，包括软件设计文档、用户手册、接口文档等，确保文档内容准确、完整，便于团队协作与软件维护。 3) 任职要求： A.计算机科学与技术、软件工程、电子信息工程、自动化等相关专业大专及以上学历； F.精通 C++、C#、C ，java等等至少一种主流开发语言，熟悉 Qt、MFC、WinForm、WPF IDEA等常用的 Windows/Linux 平台应用程序开发框架； G.熟练使用Sql语言和操控数据库； H.具备一定的软件设计能力； I.熟练使用Git源码管理工具 ； J.具备良好的编码规范，适应敏捷开发流程； B.具有1 年上位机软件开发工作经历，具有嵌入式设备开发能力优先； C.有航空航天、自动驾驶、机器人等领域项目经验者优先； D.具备良好的团队协作精神，能够与硬件开发团队、算法研发团队、测试团队等密切配合，共同完成项目的开发工作； E.具备较强的学习能力、创新思维、抗压能力。,114,1.0,similarity
